,id,hashtag_id,tweet,tweet_id,tb_preproc,compound,polarity,subjectivity,links,hashtags,pos,neg,neu,mentions,nouns,clean_tweet,abuse_prediction
48,2546,8,    Giveaway Alert     Ready to upgrade your drawing  amp  writing experience on your iPad  Maybe you know an  ipad user who need ,1.33e+18,,0.5719,0.2,0.5,,,,,,,"['giveaway alert ready', 'drawing amp', 'ipad user']",,no
49,2547,8,FREE  gay  fantasy  Bonds of Hate   Thrilling  intense and engrossing    Kindle  Kobo  Nook  Tolino  iPad  gayromance  mm  adventure  fantasy,1.33e+18,,0.7213,0.17777777777777778,0.8305555555555556,,,,,,,"['free', 'gay fantasy', 'bonds', 'hate thrilling', 'kindle kobo nook tolino', 'ipad gayromance mm adventure fantasy']",,no
50,2548,8, Well    it seems someone was able to run  Microsoft  Windows  XP on the  iPad already  Good sign ,1.33e+18,,0.8091,0.6,0.6125,,,,,,,"['well', 'microsoft windows xp']",,no
51,2549,8,Well    it seems someone was able to run  Microsoft  Windows  XP on the  iPad already  Good sign ,1.33e+18,,0.8091,0.6,0.6125,,,,,,,"['well', 'microsoft windows xp']",,no
52,2550,8, Been a while longer than I would have liked but life got a bit busier than I thought it would this past month  Happy to ,1.33e+18,,0.7876,0.3833333333333333,0.6833333333333332,,,,,,,"['been', 'bit busier', 'past month', 'happy']",,no
53,2551,8, iPhone 11 Pro  Giveaway    To Win     Like  amp      Follow      Tag 2 Friends  Turn on twitter notific ,1.33e+18,,0.8555,0.8,0.4,,,,,,,"['pro giveaway', 'win', 'tag', 'turn', 'twitter notific']",,no
54,2552,8, Mewtwo Sketch  Sketch     150 Device used   iPad  2018  and Apple Pencil 1  App  Sketches by Tayasui Sketches  Drawin ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['mewtwo sketch sketch', 'device', 'apple pencil', 'app sketches', 'tayasui sketches drawin']",,no
55,2553,8,Hurray  I have finished  Maintain Your Reputation  task  in Big Business HD for iPad    ipad  gameinsight  ipadgames,1.33e+18,,0.5719,0.0,0.1,,,,,,,"['hurray', 'maintain your reputation', 'big business', 'hd', 'ipad ipad gameinsight ipadgames']",,no
56,2554,8,Hoping to get my  project funded for  GivingTuesday  All donations are doubled today only    edtech  makerspace  ipad ,1.33e+18,,0.4215,0.0,1.0,,,,,,,"['hoping', 'givingtuesday', 'edtech makerspace ipad']",,no
57,2555,8,   Someone collected my daughters iPad I bought in Argos  pretending to be me and Argos won t refund ,1.33e+18,,0.6249,0.0,0.0,,,,,,,"['someone', 'daughters ipad', 'argos', 'argos', 't refund']",,no
58,2556,8, New 12  512GB WiFi Cell  Apple  iPad Pros for  1349 at  Amazon   100 off  Free ship  ,1.33e+18,,0.6124,0.2681818181818182,0.6272727272727273,,,,,,,"['wifi cell apple', 'pros', 'amazon', 'free']",,no
59,2557,8,New 12  512GB WiFi Cell  Apple  iPad Pros for  1349 at  Amazon   100 off  Free ship  ,1.33e+18,,0.6124,0.2681818181818182,0.6272727272727273,,,,,,,"['wifi cell apple', 'pros', 'amazon', 'free']",,no
60,2558,8,Mewtwo Sketch  Sketch     150 Device used   iPad  2018  and Apple Pencil 1  App  Sketches by Tayasui Sketches  Drawing time 1h 10m YT  Abutora  IG    Apple  pencil  art  drawing  sketch  pokemon  pikachu  anime  ipad  japan  Mewtwo  Alien  made_in_sketches ,1.33e+18,,0.0,-0.25,0.75,,,,,,,"['mewtwo sketch sketch', 'device', 'apple pencil', 'app sketches', 'tayasui sketches drawing', 'time 1h 10m', 'yt abutora ig apple', 'pencil art drawing sketch pokemon pikachu anime ipad japan', 'mewtwo alien']",,no
61,2559,8, The Spider Man Kiss  storyboard  previz  filmmakers  ipad  FilmTwitter  directors    ,1.33e+18,,0.4215,0.0,0.0,,,,,,,"['spider', 'kiss', 'storyboard previz filmmakers ipad', 'filmtwitter']",,no
62,2560,8,The Spider Man Kiss  storyboard  previz  filmmakers  ipad  FilmTwitter  directors   ,1.33e+18,,0.4215,0.0,0.0,,,,,,,"['spider', 'kiss', 'storyboard previz filmmakers ipad', 'filmtwitter']",,no
63,2561,8, Are you considering a  batteryreplacement for your  iPad    Here s how you can get the best price or do it yourself if you fee ,1.33e+18,,0.6369,1.0,0.3,,,,,,,[],,no
64,2562,8,  Someone collected my daughters iPad I bought in Argos  pretending to be me and Argos won t refund  even with cctv of the robber  argos  poorcustomerservices  apple  ipad  christmas    ,1.33e+18,,0.128,0.0,0.0,,,,,,,"['someone', 'daughters ipad', 'argos', 'argos', 't refund', 'robber argos poorcustomerservices apple ipad christmas']",,no
65,2563,8,    has been working to connect revolutionary distributed GPU cloud rendering platform RNDR directly to mix    ,1.33e+18,,0.0,0.1,0.4,,,,,,,"['gpu', 'rndr']",,no
66,2564,8,    has been working to connect revolutionary distributed GPU cloud rendering platform RNDR directly to mix    ,1.33e+18,,0.0,0.1,0.4,,,,,,,"['gpu', 'rndr']",,no
67,2565,8, New 12  256GB WiFi Cell  Apple  iPad Pros for  1149 at  Amazon  That s  100 off  Free ship  ,1.33e+18,,0.6124,0.2681818181818182,0.6272727272727273,,,,,,,"['wifi cell apple', 'pros', 'amazon', 'free']",,no
68,2566,8, Today is your last chance in 2020 to get LumaFusion  FCPXML Export  and or Storyblocks for LumaFusion at a discount  Don t m ,1.33e+18,,0.25,0.0,0.06666666666666667,,,,,,,"['lumafusion fcpxml export', 'storyblocks', 'lumafusion', 'don', 't m']",,no
69,2567,8,New 12  256GB WiFi Cell  Apple  iPad Pros for  1149 at  Amazon  That s  100 off  Free ship  ,1.33e+18,,0.6124,0.2681818181818182,0.6272727272727273,,,,,,,"['wifi cell apple', 'pros', 'amazon', 'free']",,no
70,2568,8,Did a spot of sketchnoting at the weekend for an upcoming SEND event   sketchnote  ipad  visualfacilitation ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['send', 'event sketchnote ipad visualfacilitation']",,no
71,2569,8, Apple 20W USB C Power Adapter  16 99 Affiliated Link   Apple  iPhone  iPad ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['apple', 'usb', 'power adapter', 'affiliated link apple', 'iphone ipad']",,no
72,2570,8,   has been working to connect revolutionary distributed GPU cloud rendering platform RNDR directly to mix      Photographic cloud rendering directly from the iPad    RNDR  cloudrender  blockchaintechnology  ipad ,1.33e+18,,0.0,0.1,0.4,,,,,,,"['gpu', 'rndr', 'photographic', 'rndr', 'cloudrender blockchaintechnology ipad']",,no
73,2571,8,Apple 20W USB C Power Adapter  16 99 Affiliated Link   Apple  iPhone  iPad ,1.33e+18,,0.0,0.0,0.0,,,,,,,"['apple', 'usb', 'power adapter', 'affiliated link apple', 'iphone ipad']",,no
74,2572,8, WordPress 3 1 para  iOS  wordpress   ipad,1.33e+18,,0.0,0.0,0.0,,,,,,,"['wordpress', 'para ios wordpress ipad']",,no
75,2573,8, How one can save a Safari webpage to Notes on Mac  iPhone  and iPad    news  tech  computer  game  live  how to  ipad  iphone  tutorial  howto  icloudnotes  notes  productivity  safari  save  share  tutorial ,1.33e+18,,0.8225,-0.13181818181818183,0.45,,,,,,,"['safari', 'notes', 'mac', 'ipad news tech computer game', 'ipad iphone tutorial howto icloudnotes', 'productivity safari', 'share tutorial']",,no
76,2574,8, So  it s been a bit  I ve been super busy and kind of lost myself  Going to try to get organized and set priorities better ,1.33e+18,,0.6378,0.3833333333333333,0.5916666666666667,,,,,,,['going'],,no
77,2575,8, iPhone 11 Pro  Giveaway    To Win     Like  amp      Follow     Tag 2 Friends  Turn on twitter notifica ,1.33e+18,,0.8555,0.8,0.4,,,,,,,"['pro giveaway', 'win', 'tag', 'turn', 'twitter notifica']",,no
78,2576,8,WordPress 3 1 para  iOS  wordpress   ipad,1.33e+18,,0.0,0.0,0.0,,,,,,,"['wordpress', 'para ios wordpress ipad']",,no
79,2577,8, iPhone 11 Pro  Giveaway    To Win     Like  amp      Follow     Tag 2 Friends  Turn on twitter notifica ,1.33e+18,,0.8555,0.8,0.4,,,,,,,"['pro giveaway', 'win', 'tag', 'turn', 'twitter notifica']",,no
80,2578,8, Here s my new logo     art  illustration  digitalart  procreate  ipad  applepencil  instart  drawing  logo  insignia   ,1.33e+18,,0.0,0.13636363636363635,0.45454545454545453,,,,,,,['new logo art illustration digitalart procreate ipad applepencil instart drawing logo insignia'],,no
81,2579,8,  12DaysofCreativity is back in 2 days    Join us for new activities designed to foster creativity w   iPad      Workboo ,1.33e+18,,0.5859,0.06818181818181818,0.22727272727272727,,,,,,,"['join', 'new activities', 'foster creativity w ipad', 'workboo']",,no
82,2580,8,  12DaysofCreativity is back in 2 days    Join us for new activities designed to foster creativity w   iPad      Workboo ,1.33e+18,,0.5859,0.06818181818181818,0.22727272727272727,,,,,,,"['join', 'new activities', 'foster creativity w ipad', 'workboo']",,no
83,2581,8, Today is your last chance in 2020 to get LumaFusion  FCPXML Export  and or Storyblocks for LumaFusion at a discount  Don t m ,1.33e+18,,0.25,0.0,0.06666666666666667,,,,,,,"['lumafusion fcpxml export', 'storyblocks', 'lumafusion', 'don', 't m']",,no
84,2582,8,Here s my new logo     art  illustration  digitalart  procreate  ipad  applepencil  instart  drawing  logo  insignia  profilepic  emblem  comic  graphicdesign  illustration  retro  retrowave  neon  demon  omni  anime  manga  vampire  dragonball  originalcharacter ,1.33e+18,,0.0,0.19318181818181818,0.4772727272727273,,,,,,,"['new logo art illustration digitalart procreate ipad applepencil instart drawing logo insignia profilepic emblem', 'comic graphicdesign illustration retro retrowave neon demon omni anime manga vampire dragonball originalcharacter']",,no
85,2583,8,I ve collected  15869750  Who can collect more  It s a challenge    ipad  ipadgames  gameinsight,1.33e+18,,0.0772,0.5,0.5,,,,,,,"['who', 'challenge ipad ipadgames gameinsight']",,no
86,2584,9, I just updated my  MacBook to the newest software upgrade and now it won t turn on without restarting every 30 seconds  Help  ,1.33e+18,,0.7506,0.0,0.0,,,,,,,"['macbook', 'software upgrade']",,no
87,2585,9,Please Retweet   Win a  MacBook Pro   2 500 Value     gamer  gaming  gamergirl  ps4  xbox  switch  fortnite  win  contest  giveaway  sweepstakes  sorteo   ,1.33e+18,,0.9062,0.8,0.4,,,,,,,"['please retweet win', 'macbook pro', 'value', 'gamergirl ps4 xbox switch fortnite', 'contest giveaway sweepstakes sorteo']",,no
88,2586,9,Please Retweet   Win a 16   MacBook Pro  2 3GHz 1 TB Hard Drive    2 599 USD      Open Worldwide      gamer  gaming  gamergirl  ps5  xbox  switch  fortnite  win  contest  giveaway  sweepstakes  sorteo  XboxSeriesX  ,1.33e+18,,0.8591,0.32708333333333334,0.4604166666666667,,,,,,,"['please retweet win', 'macbook pro', 'tb hard', 'usd', 'worldwide', 'gamergirl ps5 xbox switch fortnite', 'contest giveaway sweepstakes sorteo', 'xboxseriesx']",,no
89,2587,9,Now I ve got to buy a  MacBook for design   I ve sold my lil  luddite soul,1.33e+18,,0.0,0.0,0.0,,,,,,,"['macbook', 'lil luddite soul']",,no
90,2588,9, Working on bettering my   Illustator skills  Adobe  Illustrator  Creative  GraphicDesign  goals  tutoria ,1.33e+18,,0.4404,0.5,1.0,,,,,,,"['working', 'illustator', 'adobe illustrator creative graphicdesign', 'goals tutoria']",,no
91,2589,9,Working on bettering my   Illustator skills  Adobe  Illustrator  Creative  GraphicDesign  goals  tutorials  bird  create  art  artist  artwork  image  vector  skills  work  ambition  portfolio  macbook  apple  photoshop ,1.33e+18,,0.6124,0.5,1.0,,,,,,,"['working', 'illustator', 'adobe illustrator creative graphicdesign', 'goals tutorials bird', 'art artist artwork image vector skills work ambition portfolio macbook apple photoshop']",,no
92,2590,9, Stories like this  and my own iPhone 2nd generation experience  are what has kept me from buying a  macbook   MacBookPro   or any other of their beautiful computers  If  hired good retail ppl   geniuses   etc   imagine what that brand could do  But no ,1.33e+18,,0.3291,0.40499999999999997,0.595,,,,,,,"['stories', 'own iphone', 'generation experience', 'macbookpro', 'beautiful computers', 'good retail ppl geniuses etc']",,no
93,2591,9, I just bought a new MacBook my other died  like my faith in these greedy companies   1500 I didn t need to spend now  Of course nothing compatible from last Mac and it had no MSB ports  I had to buy attachment for  100  For ports  You don t get any xtra shit from  MacBook,1.33e+18,,-0.6369,-0.047159090909090914,0.4240530303030303,,,,,,,"['macbook', 'greedy companies', 'didn t need', 'mac', 'msb', 'don t', 'xtra shit', 'macbook']",,no
94,2592,9,Dear Santa      I know I haven t been good this year but please please      Whatever  I ll buy it myself     macbook  m1,1.33e+18,,0.8248,0.7,0.6000000000000001,,,,,,,"['dear santa', 'haven t', 'macbook m1']",,no
95,2593,9,  nah  finger to keys   macbook,1.33e+18,,-0.1027,0.0,0.0,,,,,,,"['nah finger', 'keys macbook']",,no
96,2594,9, Once my  Apple  m1 powered  Macbook is here  I ll try to run  Bochs IA 32 Emulator on it  It should work  Crazy times  Who re ,1.33e+18,,-0.34,-0.6,0.9,,,,,,,"['apple', 'macbook', 'bochs ia', 'emulator', 'crazy', 'who']",,no
