id,hashtag_id,tweet,tweet_id,tb_preproc,compound,polarity,subjectivity,links,hashtags,pos,neg,neu,mentions,nouns
2608,9,"RT @MacClassifieds: 2019 15"" 2.6GHz6-Core #Apple #MacBook Pro, refurbished, for $1869 at Apple. $530 off! Free ship, 1-yr warranty https://…",1.33E+18,,,,,,,,,,,
2609,9,"2019 15"" 2.6GHz6-Core #Apple #MacBook Pro, refurbished, for $1869 at Apple. $530 off! Free ship, 1-yr warranty https://t.co/iakuEMe9QH",1.33E+18,,,,,,,,,,,
2610,9,"RT @eggtronic: 🌈  We are proud of every single one of products, made with quality and care. 🌈  

#einova  #collection #eggtronic #powerbar…",1.33E+18,,,,,,,,,,,
2611,9,"RT @eggtronic: 🌈  We are proud of every single one of products, made with quality and care. 🌈  

#einova  #collection #eggtronic #powerbar…",1.33E+18,,,,,,,,,,,
2612,9,"🌈  We are proud of every single one of products, made with quality and care. 🌈  

#einova  #collection #eggtronic #powerbar #ecofriendly #lowemissions #power #technology #hightech #innovation #Apple #microsoft #mac #macbook #techaccessories #travel #laptop #productdesign. https://t.co/CDDskpbAHh",1.33E+18,,,,,,,,,,,
2613,9,"RT @CheapMac: 2020 13"" Intel 1.4GHz/256GB #Apple #MacBook Pro for only $1059, refurbished, at Apple, $240 off. Free ship, 1-yr warranty htt…",1.33E+18,,,,,,,,,,,
2614,9,"2020 13"" Intel 1.4GHz/256GB #Apple #MacBook Pro for only $1059, refurbished, at Apple, $240 off. Free ship, 1-yr warranty https://t.co/1XelGJXBt9",1.33E+18,,,,,,,,,,,
2615,9,"Mosiso laptop sleeve 13inch colorful sky. 

https://t.co/NIIVzaossE

#Mosiso #laptop #laptopsleeve #macbooksleeve #Macbook #MacbookAir13inch #MacbookPro https://t.co/xntFJpYAxN",1.33E+18,,,,,,,,,,,
2616,9,"MOSISO PU Leather laptop Tote bag.

https://t.co/NfYWw57mLh

#Mosiso #laptop #laptopbag #totebags #MacBook #leatherbag #leatherlook #winterfashion #fallfashion https://t.co/tEpxqn4iJa",1.33E+18,,,,,,,,,,,
2617,9,"RT @MacBookShopper: 2020 13"" M1 #Apple #MacBook Airs for $948 at Expercom, $51 off MSRP. Free ship. https://t.co/oZ5VKnQG9u",1.33E+18,,,,,,,,,,,
2618,9,"2020 13"" M1 #Apple #MacBook Airs for $948 at Expercom, $51 off MSRP. Free ship. https://t.co/oZ5VKnQG9u",1.33E+18,,,,,,,,,,,
2619,9,"RT @ApplePromo: MacBook Air Price Tracker, real-time prices #macbook #apple #macbookair https://t.co/2gdU9cw9t2",1.33E+18,,,,,,,,,,,
2620,9,"MacBook Air Price Tracker, real-time prices #macbook #apple #macbookair https://t.co/2gdU9cw9t2",1.33E+18,,,,,,,,,,,
2621,9,"If you've had a problem printing from your #MacBook to your #HP 🖨 the past month or so, getting scarey driver errors 😱 like {""hpPreProcessing.filter"" will damage your computer. I am unable to print.} then this solution works.👍 @HPSupport @AppleSupport
https://t.co/TjLyE39s5j",1.33E+18,,,,,,,,,,,
2622,9,"RT @MacBookShopper: 2020 13"" Intel 2-Core #Apple #MacBook Airs for $869 at B&amp;H, $130 off MSRP. Free ship. https://t.co/442oLs74nY",1.33E+18,,,,,,,,,,,
2623,9,"2020 13"" Intel 2-Core #Apple #MacBook Airs for $869 at B&amp;H, $130 off MSRP. Free ship. https://t.co/442oLs74nY",1.33E+18,,,,,,,,,,,
2624,9,"RT @MacClassifieds: 2019 16"" 2.3GHz 8-Core #Apple #MacBook Pro for $2379, refurbished, at Apple. $420 off. Free ship, 1-yr warranty https:/…",1.33E+18,,,,,,,,,,,
2625,9,"2020 13"" Intel 2.0GHz/1TB #Apple #MacBook Pro, refurbished, for $1699 at Apple, save $300. Free ship, 1-yr warranty https://t.co/Doj4HgTZ0H",1.33E+18,,,,,,,,,,,
2626,9,"2019 16"" 2.3GHz 8-Core #Apple #MacBook Pro for $2379, refurbished, at Apple. $420 off. Free ship, 1-yr warranty https://t.co/715AVzdzbq",1.33E+18,,,,,,,,,,,
2627,9,"RT @rikwalters: @Amazon Makes #Mac Commitment, Opening Door to #Apple Developers

Amazon’s cloud-computing arm is installing Macs, allowing…",1.33E+18,,,,,,,,,,,
2628,9,"RT @rikwalters: @Amazon Makes #Mac Commitment, Opening Door to #Apple Developers

Amazon’s cloud-computing arm is installing Macs, allowing…",1.33E+18,,,,,,,,,,,
2629,9,"3 Best MacBook Battery Replacement Options That Every Mac User Should Know https://t.co/tWOAmeC2jw 

#MacBook #MacbookBatteryreplacement #esourceparts",1.33E+18,,,,,,,,,,,
